# emoji	name	group	subgroup	version	codes	terms
👨🏽‍❤️‍👨🏻	couple with heart: man, man, medium skin tone, light skin tone	People & Body	family	13.1	nantong,nt,nantongxinglian,ntxl,nan,nanxing,nx,qianfuse,qfs,zhongdengfuse,zdfs,ai,aixin,ax,xihuan,xh,renwu,rw,ren,shenti,st,jiating,jt,jiaren,jr,couplewithheartmanmanmediumskintonelightskintone,couple,heart,man,medium,skin,tone,light,coupleheart,heartman,manman,manmedium,mediumskin,skintone,tonelight,lightskin,peoplebody,family	男同|男同性恋|男|男性|浅肤色|中等肤色|爱|爱心|喜欢|人物|人|身体|家庭|家人
👨🏽‍❤️‍👨🏼	couple with heart: man, man, medium skin tone, medium-light skin tone	People & Body	family	13.1	nantong,nt,nantongxinglian,ntxl,nan,nanxing,nx,qianfuse,qfs,zhongqianfuse,zqfs,zhongdengfuse,zdfs,ai,aixin,ax,xihuan,xh,renwu,rw,ren,shenti,st,jiating,jt,jiaren,jr,couplewithheartmanmanmediumskintonemediumlightskintone,couple,heart,man,medium,skin,tone,light,coupleheart,heartman,manman,manmedium,mediumskin,skintone,tonemedium,mediumlight,lightskin,peoplebody,family	男同|男同性恋|男|男性|浅肤色|中浅肤色|中等肤色|爱|爱心|喜欢|人物|人|身体|家庭|家人
👨🏽‍❤️‍👨🏽	couple with heart: man, man, medium skin tone	People & Body	family	13.1	nantong,nt,nantongxinglian,ntxl,nan,nanxing,nx,zhongdengfuse,zdfs,ai,aixin,ax,xihuan,xh,renwu,rw,ren,shenti,st,jiating,jt,jiaren,jr,couplewithheartmanmanmediumskintone,couple,heart,man,medium,skin,tone,coupleheart,heartman,manman,manmedium,mediumskin,skintone,peoplebody,family	男同|男同性恋|男|男性|中等肤色|爱|爱心|喜欢|人物|人|身体|家庭|家人
👨🏽‍❤️‍👨🏾	couple with heart: man, man, medium skin tone, medium-dark skin tone	People & Body	family	13.1	nantong,nt,nantongxinglian,ntxl,nan,nanxing,nx,zhongdengfuse,zdfs,zhongshenfuse,zsfs,shenfuse,sfs,ai,aixin,ax,xihuan,xh,renwu,rw,ren,shenti,st,jiating,jt,jiaren,jr,couplewithheartmanmanmediumskintonemediumdarkskintone,couple,heart,man,medium,skin,tone,dark,coupleheart,heartman,manman,manmedium,mediumskin,skintone,tonemedium,mediumdark,darkskin,peoplebody,family	男同|男同性恋|男|男性|中等肤色|中深肤色|深肤色|爱|爱心|喜欢|人物|人|身体|家庭|家人
👨🏽‍❤️‍👨🏿	couple with heart: man, man, medium skin tone, dark skin tone	People & Body	family	13.1	nantong,nt,nantongxinglian,ntxl,nan,nanxing,nx,zhongdengfuse,zdfs,shenfuse,sfs,ai,aixin,ax,xihuan,xh,renwu,rw,ren,shenti,st,jiating,jt,jiaren,jr,couplewithheartmanmanmediumskintonedarkskintone,couple,heart,man,medium,skin,tone,dark,coupleheart,heartman,manman,manmedium,mediumskin,skintone,tonedark,darkskin,peoplebody,family	男同|男同性恋|男|男性|中等肤色|深肤色|爱|爱心|喜欢|人物|人|身体|家庭|家人
👨🏾‍❤️‍👨🏻	couple with heart: man, man, medium-dark skin tone, light skin tone	People & Body	family	13.1	nantong,nt,nantongxinglian,ntxl,nan,nanxing,nx,qianfuse,qfs,zhongshenfuse,zsfs,shenfuse,sfs,ai,aixin,ax,xihuan,xh,renwu,rw,ren,shenti,st,jiating,jt,jiaren,jr,couplewithheartmanmanmediumdarkskintonelightskintone,couple,heart,man,medium,dark,skin,tone,light,coupleheart,heartman,manman,manmedium,mediumdark,darkskin,skintone,tonelight,lightskin,peoplebody,family	男同|男同性恋|男|男性|浅肤色|中深肤色|深肤色|爱|爱心|喜欢|人物|人|身体|家庭|家人
👨🏾‍❤️‍👨🏼	couple with heart: man, man, medium-dark skin tone, medium-light skin tone	People & Body	family	13.1	nantong,nt,nantongxinglian,ntxl,nan,nanxing,nx,qianfuse,qfs,zhongqianfuse,zqfs,zhongshenfuse,zsfs,shenfuse,sfs,ai,aixin,ax,xihuan,xh,renwu,rw,ren,shenti,st,jiating,jt,jiaren,jr,couplewithheartmanmanmediumdarkskintonemediumlightskintone,couple,heart,man,medium,dark,skin,tone,light,coupleheart,heartman,manman,manmedium,mediumdark,darkskin,skintone,tonemedium,mediumlight,lightskin,peoplebody,family	男同|男同性恋|男|男性|浅肤色|中浅肤色|中深肤色|深肤色|爱|爱心|喜欢|人物|人|身体|家庭|家人
👨🏾‍❤️‍👨🏽	couple with heart: man, man, medium-dark skin tone, medium skin tone	People & Body	family	13.1	nantong,nt,nantongxinglian,ntxl,nan,nanxing,nx,zhongdengfuse,zdfs,zhongshenfuse,zsfs,shenfuse,sfs,ai,aixin,ax,xihuan,xh,renwu,rw,ren,shenti,st,jiating,jt,jiaren,jr,couplewithheartmanmanmediumdarkskintonemediumskintone,couple,heart,man,medium,dark,skin,tone,coupleheart,heartman,manman,manmedium,mediumdark,darkskin,skintone,tonemedium,mediumskin,peoplebody,family	男同|男同性恋|男|男性|中等肤色|中深肤色|深肤色|爱|爱心|喜欢|人物|人|身体|家庭|家人
👨🏾‍❤️‍👨🏾	couple with heart: man, man, medium-dark skin tone	People & Body	family	13.1	nantong,nt,nantongxinglian,ntxl,nan,nanxing,nx,zhongshenfuse,zsfs,shenfuse,sfs,ai,aixin,ax,xihuan,xh,renwu,rw,ren,shenti,st,jiating,jt,jiaren,jr,couplewithheartmanmanmediumdarkskintone,couple,heart,man,medium,dark,skin,tone,coupleheart,heartman,manman,manmedium,mediumdark,darkskin,skintone,peoplebody,family	男同|男同性恋|男|男性|中深肤色|深肤色|爱|爱心|喜欢|人物|人|身体|家庭|家人
👨🏾‍❤️‍👨🏿	couple with heart: man, man, medium-dark skin tone, dark skin tone	People & Body	family	13.1	nantong,nt,nantongxinglian,ntxl,nan,nanxing,nx,zhongshenfuse,zsfs,shenfuse,sfs,ai,aixin,ax,xihuan,xh,renwu,rw,ren,shenti,st,jiating,jt,jiaren,jr,couplewithheartmanmanmediumdarkskintonedarkskintone,couple,heart,man,medium,dark,skin,tone,coupleheart,heartman,manman,manmedium,mediumdark,darkskin,skintone,tonedark,peoplebody,family	男同|男同性恋|男|男性|中深肤色|深肤色|爱|爱心|喜欢|人物|人|身体|家庭|家人
👨🏿‍❤️‍👨🏻	couple with heart: man, man, dark skin tone, light skin tone	People & Body	family	13.1	nantong,nt,nantongxinglian,ntxl,nan,nanxing,nx,qianfuse,qfs,shenfuse,sfs,ai,aixin,ax,xihuan,xh,renwu,rw,ren,shenti,st,jiating,jt,jiaren,jr,couplewithheartmanmandarkskintonelightskintone,couple,heart,man,dark,skin,tone,light,coupleheart,heartman,manman,mandark,darkskin,skintone,tonelight,lightskin,peoplebody,family	男同|男同性恋|男|男性|浅肤色|深肤色|爱|爱心|喜欢|人物|人|身体|家庭|家人
👨🏿‍❤️‍👨🏼	couple with heart: man, man, dark skin tone, medium-light skin tone	People & Body	family	13.1	nantong,nt,nantongxinglian,ntxl,nan,nanxing,nx,qianfuse,qfs,zhongqianfuse,zqfs,shenfuse,sfs,ai,aixin,ax,xihuan,xh,renwu,rw,ren,shenti,st,jiating,jt,jiaren,jr,couplewithheartmanmandarkskintonemediumlightskintone,couple,heart,man,dark,skin,tone,medium,light,coupleheart,heartman,manman,mandark,darkskin,skintone,tonemedium,mediumlight,lightskin,peoplebody,family	男同|男同性恋|男|男性|浅肤色|中浅肤色|深肤色|爱|爱心|喜欢|人物|人|身体|家庭|家人
👨🏿‍❤️‍👨🏽	couple with heart: man, man, dark skin tone, medium skin tone	People & Body	family	13.1	nantong,nt,nantongxinglian,ntxl,nan,nanxing,nx,zhongdengfuse,zdfs,shenfuse,sfs,ai,aixin,ax,xihuan,xh,renwu,rw,ren,shenti,st,jiating,jt,jiaren,jr,couplewithheartmanmandarkskintonemediumskintone,couple,heart,man,dark,skin,tone,medium,coupleheart,heartman,manman,mandark,darkskin,skintone,tonemedium,mediumskin,peoplebody,family	男同|男同性恋|男|男性|中等肤色|深肤色|爱|爱心|喜欢|人物|人|身体|家庭|家人
👨🏿‍❤️‍👨🏾	couple with heart: man, man, dark skin tone, medium-dark skin tone	People & Body	family	13.1	nantong,nt,nantongxinglian,ntxl,nan,nanxing,nx,zhongshenfuse,zsfs,shenfuse,sfs,ai,aixin,ax,xihuan,xh,renwu,rw,ren,shenti,st,jiating,jt,jiaren,jr,couplewithheartmanmandarkskintonemediumdarkskintone,couple,heart,man,dark,skin,tone,medium,coupleheart,heartman,manman,mandark,darkskin,skintone,tonemedium,mediumdark,peoplebody,family	男同|男同性恋|男|男性|中深肤色|深肤色|爱|爱心|喜欢|人物|人|身体|家庭|家人
👨🏿‍❤️‍👨🏿	couple with heart: man, man, dark skin tone	People & Body	family	13.1	nantong,nt,nantongxinglian,ntxl,nan,nanxing,nx,shenfuse,sfs,ai,aixin,ax,xihuan,xh,renwu,rw,ren,shenti,st,jiating,jt,jiaren,jr,couplewithheartmanmandarkskintone,couple,heart,man,dark,skin,tone,coupleheart,heartman,manman,mandark,darkskin,skintone,peoplebody,family	男同|男同性恋|男|男性|深肤色|爱|爱心|喜欢|人物|人|身体|家庭|家人
👩‍❤️‍👩	couple with heart: woman, woman	People & Body	family	2.0	nvtong,nt,nvtongxinglian,ntxl,nv,nvxing,nx,ai,aixin,ax,xihuan,xh,renwu,rw,ren,shenti,st,jiating,jt,jiaren,jr,couplewithheartwomanwoman,couple,heart,woman,coupleheart,heartwoman,womanwoman,peoplebody,family	女同|女同性恋|女|女性|爱|爱心|喜欢|人物|人|身体|家庭|家人
👩🏻‍❤️‍👩🏻	couple with heart: woman, woman, light skin tone	People & Body	family	13.1	nvtong,nt,nvtongxinglian,ntxl,nv,nvxing,nx,qianfuse,qfs,ai,aixin,ax,xihuan,xh,renwu,rw,ren,shenti,st,jiating,jt,jiaren,jr,couplewithheartwomanwomanlightskintone,couple,heart,woman,light,skin,tone,coupleheart,heartwoman,womanwoman,womanlight,lightskin,skintone,peoplebody,family	女同|女同性恋|女|女性|浅肤色|爱|爱心|喜欢|人物|人|身体|家庭|家人
👩🏻‍❤️‍👩🏼	couple with heart: woman, woman, light skin tone, medium-light skin tone	People & Body	family	13.1	nvtong,nt,nvtongxinglian,ntxl,nv,nvxing,nx,qianfuse,qfs,zhongqianfuse,zqfs,ai,aixin,ax,xihuan,xh,renwu,rw,ren,shenti,st,jiating,jt,jiaren,jr,couplewithheartwomanwomanlightskintonemediumlightskintone,couple,heart,woman,light,skin,tone,medium,coupleheart,heartwoman,womanwoman,womanlight,lightskin,skintone,tonemedium,mediumlight,peoplebody,family	女同|女同性恋|女|女性|浅肤色|中浅肤色|爱|爱心|喜欢|人物|人|身体|家庭|家人
👩🏻‍❤️‍👩🏽	couple with heart: woman, woman, light skin tone, medium skin tone	People & Body	family	13.1	nvtong,nt,nvtongxinglian,ntxl,nv,nvxing,nx,qianfuse,qfs,zhongdengfuse,zdfs,ai,aixin,ax,xihuan,xh,renwu,rw,ren,shenti,st,jiating,jt,jiaren,jr,couplewithheartwomanwomanlightskintonemediumskintone,couple,heart,woman,light,skin,tone,medium,coupleheart,heartwoman,womanwoman,womanlight,lightskin,skintone,tonemedium,mediumskin,peoplebody,family	女同|女同性恋|女|女性|浅肤色|中等肤色|爱|爱心|喜欢|人物|人|身体|家庭|家人
👩🏻‍❤️‍👩🏾	couple with heart: woman, woman, light skin tone, medium-dark skin tone	People & Body	family	13.1	nvtong,nt,nvtongxinglian,ntxl,nv,nvxing,nx,qianfuse,qfs,zhongshenfuse,zsfs,shenfuse,sfs,ai,aixin,ax,xihuan,xh,renwu,rw,ren,shenti,st,jiating,jt,jiaren,jr,couplewithheartwomanwomanlightskintonemediumdarkskintone,couple,heart,woman,light,skin,tone,medium,dark,coupleheart,heartwoman,womanwoman,womanlight,lightskin,skintone,tonemedium,mediumdark,darkskin,peoplebody,family	女同|女同性恋|女|女性|浅肤色|中深肤色|深肤色|爱|爱心|喜欢|人物|人|身体|家庭|家人
👩🏻‍❤️‍👩🏿	couple with heart: woman, woman, light skin tone, dark skin tone	People & Body	family	13.1	nvtong,nt,nvtongxinglian,ntxl,nv,nvxing,nx,qianfuse,qfs,shenfuse,sfs,ai,aixin,ax,xihuan,xh,renwu,rw,ren,shenti,st,jiating,jt,jiaren,jr,couplewithheartwomanwomanlightskintonedarkskintone,couple,heart,woman,light,skin,tone,dark,coupleheart,heartwoman,womanwoman,womanlight,lightskin,skintone,tonedark,darkskin,peoplebody,family	女同|女同性恋|女|女性|浅肤色|深肤色|爱|爱心|喜欢|人物|人|身体|家庭|家人
👩🏼‍❤️‍👩🏻	couple with heart: woman, woman, medium-light skin tone, light skin tone	People & Body	family	13.1	nvtong,nt,nvtongxinglian,ntxl,nv,nvxing,nx,qianfuse,qfs,zhongqianfuse,zqfs,ai,aixin,ax,xihuan,xh,renwu,rw,ren,shenti,st,jiating,jt,jiaren,jr,couplewithheartwomanwomanmediumlightskintonelightskintone,couple,heart,woman,medium,light,skin,tone,coupleheart,heartwoman,womanwoman,womanmedium,mediumlight,lightskin,skintone,tonelight,peoplebody,family	女同|女同性恋|女|女性|浅肤色|中浅肤色|爱|爱心|喜欢|人物|人|身体|家庭|家人
👩🏼‍❤️‍👩🏼	couple with heart: woman, woman, medium-light skin tone	People & Body	family	13.1	nvtong,nt,nvtongxinglian,ntxl,nv,nvxing,nx,qianfuse,qfs,zhongqianfuse,zqfs,ai,aixin,ax,xihuan,xh,renwu,rw,ren,shenti,st,jiating,jt,jiaren,jr,couplewithheartwomanwomanmediumlightskintone,couple,heart,woman,medium,light,skin,tone,coupleheart,heartwoman,womanwoman,womanmedium,mediumlight,lightskin,skintone,peoplebody,family	女同|女同性恋|女|女性|浅肤色|中浅肤色|爱|爱心|喜欢|人物|人|身体|家庭|家人
👩🏼‍❤️‍👩🏽	couple with heart: woman, woman, medium-light skin tone, medium skin tone	People & Body	family	13.1	nvtong,nt,nvtongxinglian,ntxl,nv,nvxing,nx,qianfuse,qfs,zhongqianfuse,zqfs,zhongdengfuse,zdfs,ai,aixin,ax,xihuan,xh,renwu,rw,ren,shenti,st,jiating,jt,jiaren,jr,couplewithheartwomanwomanmediumlightskintonemediumskintone,couple,heart,woman,medium,light,skin,tone,coupleheart,heartwoman,womanwoman,womanmedium,mediumlight,lightskin,skintone,tonemedium,mediumskin,peoplebody,family	女同|女同性恋|女|女性|浅肤色|中浅肤色|中等肤色|爱|爱心|喜欢|人物|人|身体|家庭|家人
👩🏼‍❤️‍👩🏾	couple with heart: woman, woman, medium-light skin tone, medium-dark skin tone	People & Body	family	13.1	nvtong,nt,nvtongxinglian,ntxl,nv,nvxing,nx,qianfuse,qfs,zhongqianfuse,zqfs,zhongshenfuse,zsfs,shenfuse,sfs,ai,aixin,ax,xihuan,xh,renwu,rw,ren,shenti,st,jiating,jt,jiaren,jr,couplewithheartwomanwomanmediumlightskintonemediumdarkskintone,couple,heart,woman,medium,light,skin,tone,dark,coupleheart,heartwoman,womanwoman,womanmedium,mediumlight,lightskin,skintone,tonemedium,mediumdark,darkskin,peoplebody,family	女同|女同性恋|女|女性|浅肤色|中浅肤色|中深肤色|深肤色|爱|爱心|喜欢|人物|人|身体|家庭|家人
👩🏼‍❤️‍👩🏿	couple with heart: woman, woman, medium-light skin tone, dark skin tone	People & Body	family	13.1	nvtong,nt,nvtongxinglian,ntxl,nv,nvxing,nx,qianfuse,qfs,zhongqianfuse,zqfs,shenfuse,sfs,ai,aixin,ax,xihuan,xh,renwu,rw,ren,shenti,st,jiating,jt,jiaren,jr,couplewithheartwomanwomanmediumlightskintonedarkskintone,couple,heart,woman,medium,light,skin,tone,dark,coupleheart,heartwoman,womanwoman,womanmedium,mediumlight,lightskin,skintone,tonedark,darkskin,peoplebody,family	女同|女同性恋|女|女性|浅肤色|中浅肤色|深肤色|爱|爱心|喜欢|人物|人|身体|家庭|家人
👩🏽‍❤️‍👩🏻	couple with heart: woman, woman, medium skin tone, light skin tone	People & Body	family	13.1	nvtong,nt,nvtongxinglian,ntxl,nv,nvxing,nx,qianfuse,qfs,zhongdengfuse,zdfs,ai,aixin,ax,xihuan,xh,renwu,rw,ren,shenti,st,jiating,jt,jiaren,jr,couplewithheartwomanwomanmediumskintonelightskintone,couple,heart,woman,medium,skin,tone,light,coupleheart,heartwoman,womanwoman,womanmedium,mediumskin,skintone,tonelight,lightskin,peoplebody,family	女同|女同性恋|女|女性|浅肤色|中等肤色|爱|爱心|喜欢|人物|人|身体|家庭|家人
👩🏽‍❤️‍👩🏼	couple with heart: woman, woman, medium skin tone, medium-light skin tone	People & Body	family	13.1	nvtong,nt,nvtongxinglian,ntxl,nv,nvxing,nx,qianfuse,qfs,zhongqianfuse,zqfs,zhongdengfuse,zdfs,ai,aixin,ax,xihuan,xh,renwu,rw,ren,shenti,st,jiating,jt,jiaren,jr,couplewithheartwomanwomanmediumskintonemediumlightskintone,couple,heart,woman,medium,skin,tone,light,coupleheart,heartwoman,womanwoman,womanmedium,mediumskin,skintone,tonemedium,mediumlight,lightskin,peoplebody,family	女同|女同性恋|女|女性|浅肤色|中浅肤色|中等肤色|爱|爱心|喜欢|人物|人|身体|家庭|家人
👩🏽‍❤️‍👩🏽	couple with heart: woman, woman, medium skin tone	People & Body	family	13.1	nvtong,nt,nvtongxinglian,ntxl,nv,nvxing,nx,zhongdengfuse,zdfs,ai,aixin,ax,xihuan,xh,renwu,rw,ren,shenti,st,jiating,jt,jiaren,jr,couplewithheartwomanwomanmediumskintone,couple,heart,woman,medium,skin,tone,coupleheart,heartwoman,womanwoman,womanmedium,mediumskin,skintone,peoplebody,family	女同|女同性恋|女|女性|中等肤色|爱|爱心|喜欢|人物|人|身体|家庭|家人
👩🏽‍❤️‍👩🏾	couple with heart: woman, woman, medium skin tone, medium-dark skin tone	People & Body	family	13.1	nvtong,nt,nvtongxinglian,ntxl,nv,nvxing,nx,zhongdengfuse,zdfs,zhongshenfuse,zsfs,shenfuse,sfs,ai,aixin,ax,xihuan,xh,renwu,rw,ren,shenti,st,jiating,jt,jiaren,jr,couplewithheartwomanwomanmediumskintonemediumdarkskintone,couple,heart,woman,medium,skin,tone,dark,coupleheart,heartwoman,womanwoman,womanmedium,mediumskin,skintone,tonemedium,mediumdark,darkskin,peoplebody,family	女同|女同性恋|女|女性|中等肤色|中深肤色|深肤色|爱|爱心|喜欢|人物|人|身体|家庭|家人
👩🏽‍❤️‍👩🏿	couple with heart: woman, woman, medium skin tone, dark skin tone	People & Body	family	13.1	nvtong,nt,nvtongxinglian,ntxl,nv,nvxing,nx,zhongdengfuse,zdfs,shenfuse,sfs,ai,aixin,ax,xihuan,xh,renwu,rw,ren,shenti,st,jiating,jt,jiaren,jr,couplewithheartwomanwomanmediumskintonedarkskintone,couple,heart,woman,medium,skin,tone,dark,coupleheart,heartwoman,womanwoman,womanmedium,mediumskin,skintone,tonedark,darkskin,peoplebody,family	女同|女同性恋|女|女性|中等肤色|深肤色|爱|爱心|喜欢|人物|人|身体|家庭|家人
👩🏾‍❤️‍👩🏻	couple with heart: woman, woman, medium-dark skin tone, light skin tone	People & Body	family	13.1	nvtong,nt,nvtongxinglian,ntxl,nv,nvxing,nx,qianfuse,qfs,zhongshenfuse,zsfs,shenfuse,sfs,ai,aixin,ax,xihuan,xh,renwu,rw,ren,shenti,st,jiating,jt,jiaren,jr,couplewithheartwomanwomanmediumdarkskintonelightskintone,couple,heart,woman,medium,dark,skin,tone,light,coupleheart,heartwoman,womanwoman,womanmedium,mediumdark,darkskin,skintone,tonelight,lightskin,peoplebody,family	女同|女同性恋|女|女性|浅肤色|中深肤色|深肤色|爱|爱心|喜欢|人物|人|身体|家庭|家人
👩🏾‍❤️‍👩🏼	couple with heart: woman, woman, medium-dark skin tone, medium-light skin tone	People & Body	family	13.1	nvtong,nt,nvtongxinglian,ntxl,nv,nvxing,nx,qianfuse,qfs,zhongqianfuse,zqfs,zhongshenfuse,zsfs,shenfuse,sfs,ai,aixin,ax,xihuan,xh,renwu,rw,ren,shenti,st,jiating,jt,jiaren,jr,couplewithheartwomanwomanmediumdarkskintonemediumlightskintone,couple,heart,woman,medium,dark,skin,tone,light,coupleheart,heartwoman,womanwoman,womanmedium,mediumdark,darkskin,skintone,tonemedium,mediumlight,lightskin,peoplebody,family	女同|女同性恋|女|女性|浅肤色|中浅肤色|中深肤色|深肤色|爱|爱心|喜欢|人物|人|身体|家庭|家人
👩🏾‍❤️‍👩🏽	couple with heart: woman, woman, medium-dark skin tone, medium skin tone	People & Body	family	13.1	nvtong,nt,nvtongxinglian,ntxl,nv,nvxing,nx,zhongdengfuse,zdfs,zhongshenfuse,zsfs,shenfuse,sfs,ai,aixin,ax,xihuan,xh,renwu,rw,ren,shenti,st,jiating,jt,jiaren,jr,couplewithheartwomanwomanmediumdarkskintonemediumskintone,couple,heart,woman,medium,dark,skin,tone,coupleheart,heartwoman,womanwoman,womanmedium,mediumdark,darkskin,skintone,tonemedium,mediumskin,peoplebody,family	女同|女同性恋|女|女性|中等肤色|中深肤色|深肤色|爱|爱心|喜欢|人物|人|身体|家庭|家人
👩🏾‍❤️‍👩🏾	couple with heart: woman, woman, medium-dark skin tone	People & Body	family	13.1	nvtong,nt,nvtongxinglian,ntxl,nv,nvxing,nx,zhongshenfuse,zsfs,shenfuse,sfs,ai,aixin,ax,xihuan,xh,renwu,rw,ren,shenti,st,jiating,jt,jiaren,jr,couplewithheartwomanwomanmediumdarkskintone,couple,heart,woman,medium,dark,skin,tone,coupleheart,heartwoman,womanwoman,womanmedium,mediumdark,darkskin,skintone,peoplebody,family	女同|女同性恋|女|女性|中深肤色|深肤色|爱|爱心|喜欢|人物|人|身体|家庭|家人
👩🏾‍❤️‍👩🏿	couple with heart: woman, woman, medium-dark skin tone, dark skin tone	People & Body	family	13.1	nvtong,nt,nvtongxinglian,ntxl,nv,nvxing,nx,zhongshenfuse,zsfs,shenfuse,sfs,ai,aixin,ax,xihuan,xh,renwu,rw,ren,shenti,st,jiating,jt,jiaren,jr,couplewithheartwomanwomanmediumdarkskintonedarkskintone,couple,heart,woman,medium,dark,skin,tone,coupleheart,heartwoman,womanwoman,womanmedium,mediumdark,darkskin,skintone,tonedark,peoplebody,family	女同|女同性恋|女|女性|中深肤色|深肤色|爱|爱心|喜欢|人物|人|身体|家庭|家人
👩🏿‍❤️‍👩🏻	couple with heart: woman, woman, dark skin tone, light skin tone	People & Body	family	13.1	nvtong,nt,nvtongxinglian,ntxl,nv,nvxing,nx,qianfuse,qfs,shenfuse,sfs,ai,aixin,ax,xihuan,xh,renwu,rw,ren,shenti,st,jiating,jt,jiaren,jr,couplewithheartwomanwomandarkskintonelightskintone,couple,heart,woman,dark,skin,tone,light,coupleheart,heartwoman,womanwoman,womandark,darkskin,skintone,tonelight,lightskin,peoplebody,family	女同|女同性恋|女|女性|浅肤色|深肤色|爱|爱心|喜欢|人物|人|身体|家庭|家人
👩🏿‍❤️‍👩🏼	couple with heart: woman, woman, dark skin tone, medium-light skin tone	People & Body	family	13.1	nvtong,nt,nvtongxinglian,ntxl,nv,nvxing,nx,qianfuse,qfs,zhongqianfuse,zqfs,shenfuse,sfs,ai,aixin,ax,xihuan,xh,renwu,rw,ren,shenti,st,jiating,jt,jiaren,jr,couplewithheartwomanwomandarkskintonemediumlightskintone,couple,heart,woman,dark,skin,tone,medium,light,coupleheart,heartwoman,womanwoman,womandark,darkskin,skintone,tonemedium,mediumlight,lightskin,peoplebody,family	女同|女同性恋|女|女性|浅肤色|中浅肤色|深肤色|爱|爱心|喜欢|人物|人|身体|家庭|家人
